"","sample.type","sample.day","sample.mo","sample.yr","sample.date","organic.matter.fraction","trap.no","stream","days.deployed","total.field.wt","field.sub.wet.wt.g","field.sub.prop","pan.wt.g","om.total.dry.wt.g","om.sub.dry.pan.wt.g","om.sub.ash.pan.wt.g","sub.prop.total","sub.prop.afdm","total.afdm.g","areal.AFDM.input.g.m","areal.AFDM.input.g.m.d"
"286","LINP",7,12,2017,2017-12-07,"WOOD",3,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"288","LINP",7,12,2017,2017-12-07,"LEAF",4,"TOWR",24,NA,NA,NA,3.6419,0.4058,4.0477,3.6655,0.999999999999999,0.941843272548053,0.3822,0.7644,0.03185
"290","LINP",7,12,2017,2017-12-07,"MISC",4,"TOWR",24,NA,NA,NA,2.0236,0.0184,2.042,2.0238,0.999999999999986,0.98913043478261,0.0182,0.0364,0.00151666666666667
"292","LINP",7,12,2017,2017-12-07,"WOOD",4,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"294","LINP",7,12,2017,2017-12-07,"LEAF",5,"TOWR",24,NA,NA,NA,3.6465,3.7,6.8066,3.793,0.854081081081081,0.953640707572545,3.52847061801842,7.05694123603683,0.294039218168201
"296","LINP",7,12,2017,2017-12-07,"MISC",5,"TOWR",24,NA,NA,NA,1.7391,0.2671,2.0062,1.7444,1,0.980157244477724,0.2618,0.5236,0.0218166666666667
"298","LINP",7,12,2017,2017-12-07,"WOOD",5,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"300","LINP",7,12,2017,2017-12-07,"LEAF",6,"TOWR",24,NA,NA,NA,3.6588,2.02,5.4796,3.7346,0.901386138613861,0.958369947275923,1.93590729349736,3.87181458699473,0.161325607791447
"302","LINP",7,12,2017,2017-12-07,"MISC",6,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"304","LINP",7,12,2017,2017-12-07,"WOOD",6,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"306","LINP",7,12,2017,2017-12-07,"LEAF",7,"TOWR",24,NA,NA,NA,3.6414,2.32,5.9602,3.7128,0.99948275862069,0.969208211143695,2.24856304985337,4.49712609970674,0.187380254154448
"308","LINP",7,12,2017,2017-12-07,"MISC",7,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"310","LINP",7,12,2017,2017-12-07,"WOOD",7,"TOWR",24,NA,NA,NA,1.9797,0.2442,2.2239,1.9924,1,0.947993447993448,0.2315,0.463,0.0192916666666667
"312","LINP",7,12,2017,2017-12-07,"LEAF",8,"TOWR",24,NA,NA,NA,3.5934,4.38,7.0333,3.7521,0.785365296803653,0.953864937934242,4.17792842815198,8.35585685630396,0.348160702345998
"314","LINP",7,12,2017,2017-12-07,"MISC",8,"TOWR",24,NA,NA,NA,1.9584,0.4803,2.4387,1.9723,1,0.971059754320217,0.4664,0.9328,0.0388666666666667
"316","LINP",7,12,2017,2017-12-07,"WOOD",8,"TOWR",24,NA,NA,NA,2.0816,0.1767,2.2583,2.0864,1,0.972835314091681,0.1719,0.3438,0.014325
"318","LINP",7,12,2017,2017-12-07,"LEAF",9,"TOWR",24,NA,NA,NA,3.6258,24.48,9.1806,3.8481,0.226911764705882,0.9599805573558,23.50032404407,47.00064808814,1.95836033700583
"320","LINP",7,12,2017,2017-12-07,"MISC",9,"TOWR",24,NA,NA,NA,2.0005,1.3771,3.3776,3.0818,1,0.214799215743229,0.2958,0.591600000000001,0.02465
"322","LINP",7,12,2017,2017-12-07,"WOOD",9,"TOWR",24,NA,NA,NA,1.7734,0.1586,1.932,1.7869,0.999999999999999,0.914880201765449,0.1451,0.2902,0.0120916666666667
"324","LINP",7,12,2017,2017-12-07,"LEAF",10,"TOWR",24,NA,NA,NA,3.6585,12.09,7.9895,3.8425,0.35822994210091,0.95751558531517,11.5763634264604,23.1527268529208,0.964696952205034
"326","LINP",7,12,2017,2017-12-07,"MISC",10,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"328","LINP",7,12,2017,2017-12-07,"WOOD",10,"TOWR",24,NA,NA,NA,2.069,0.1939,2.2629,2.0793,1,0.946879834966478,0.1836,0.3672,0.0153
"329","LINP",7,12,2017,2017-12-07,"LEAF",11,"TOWR",24,NA,NA,NA,3.6416,2.5,6.4326,3.7949,1.1164,0.945073450376209,2.36268362594052,4.72536725188105,0.19689030216171
"330","LINP",7,12,2017,2017-12-07,"MISC",11,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"331","LINP",7,12,2017,2017-12-07,"WOOD",11,"TOWR",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"332","LINP",7,12,2017,2017-12-07,"LEAF",12,"TOWR",24,NA,NA,NA,2.0485,2.43,4.4785,2.1571,1,0.955308641975309,2.3214,4.6428,0.19345
"333","LINP",7,12,2017,2017-12-07,"MISC",12,"TOWR",24,NA,NA,NA,2.1314,0.021,2.1524,2.1311,0.999999999999996,1.01428571428572,0.0213000000000002,0.0426000000000004,0.00177500000000002
"334","LINP",7,12,2017,2017-12-07,"WOOD",12,"TOWR",24,NA,NA,NA,2.0758,0.5814,2.6572,2.0853,1,0.983660130718954,0.5719,1.1438,0.0476583333333333
"336","LINP",7,12,2017,2017-12-07,"LEAF",1,"WS55",24,NA,NA,NA,3.6537,4.8,7.1444,3.7864,0.727229166666667,0.961984702208726,4.61752657060189,9.23505314120377,0.38479388088349
"338","LINP",7,12,2017,2017-12-07,"MISC",1,"WS55",24,NA,NA,NA,2.1122,0.0377,2.1499,2.1141,1,0.949602122015915,0.0358,0.0716,0.00298333333333333
"340","LINP",7,12,2017,2017-12-07,"WOOD",1,"WS55",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"342","LINP",7,12,2017,2017-12-07,"LEAF",2,"WS55",24,NA,NA,NA,3.6379,8.46,8.7629,3.8809,0.605791962174941,0.952585365853658,8.05887219512195,16.1177443902439,0.671572682926829
"344","LINP",7,12,2017,2017-12-07,"MISC",2,"WS55",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"346","LINP",7,12,2017,2017-12-07,"WOOD",2,"WS55",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"348","LINP",7,12,2017,2017-12-07,"LEAF",3,"WS55",24,NA,NA,NA,3.6273,8.69,8.5852,3.8792,0.570529344073648,0.949192198309768,8.24848020331189,16.4969604066238,0.68737335027599
"350","LINP",7,12,2017,2017-12-07,"MISC",3,"WS55",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"352","LINP",7,12,2017,2017-12-07,"WOOD",3,"WS55",24,NA,NA,NA,1.7544,3.2924,5.0468,1.8709,1,0.964615478070708,3.1759,6.3518,0.264658333333333
"354","LINP",7,12,2017,2017-12-07,"LEAF",4,"WS55",24,NA,NA,NA,3.5961,12.21,9.2682,3.8699,0.464545454545455,0.951728636660144,11.6206066536204,23.2412133072407,0.968383887801696
"356","LINP",7,12,2017,2017-12-07,"MISC",4,"WS55",24,NA,NA,NA,2.0123,0.1208,2.1331,2.016,1,0.969370860927154,0.1171,0.2342,0.00975833333333335
"358","LINP",7,12,2017,2017-12-07,"WOOD",4,"WS55",24,NA,NA,NA,1.7485,1.0332,2.7817,1.7656,1,0.983449477351916,1.0161,2.0322,0.084675
"360","LINP",7,12,2017,2017-12-07,"LEAF",5,"WS55",24,NA,NA,NA,3.6135,6.6,8.2484,3.8198,0.702257575757576,0.955489870331615,6.30623314418866,12.6124662883773,0.525519428682388
"362","LINP",7,12,2017,2017-12-07,"MISC",5,"WS55",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"364","LINP",7,12,2017,2017-12-07,"WOOD",5,"WS55",24,NA,NA,NA,2.0574,0.2056,2.263,2.0663,1,0.956712062256809,0.1967,0.3934,0.0163916666666667
"366","LINP",7,12,2017,2017-12-07,"LEAF",6,"WS55",24,NA,NA,NA,3.6551,4.77,8.3499,3.8922,0.984234800838575,0.949497316179603,4.52910219817671,9.05820439635341,0.377425183181392
"368","LINP",7,12,2017,2017-12-07,"MISC",6,"WS55",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"370","LINP",7,12,2017,2017-12-07,"WOOD",6,"WS55",24,NA,NA,NA,1.7729,1.1175,2.8904,1.8153,1,0.962058165548098,1.0751,2.1502,0.0895916666666667
"372","LINP",7,12,2017,2017-12-07,"LEAF",7,"WS55",24,NA,NA,NA,3.6275,6.74,8.5553,3.8361,0.731127596439169,0.957668736555867,6.45468728438654,12.9093745687731,0.537890607032212
"374","LINP",7,12,2017,2017-12-07,"MISC",7,"WS55",24,NA,NA,NA,2.085,0.035,2.12,2.0851,1,0.997142857142851,0.0348999999999998,0.0697999999999996,0.00290833333333332
"376","LINP",7,12,2017,2017-12-07,"WOOD",7,"WS55",24,NA,NA,NA,1.7908,0.0515,1.8423,1.7928,1,0.961165048543689,0.0495,0.099,0.004125
"378","LINP",7,12,2017,2017-12-07,"LEAF",8,"WS55",24,NA,NA,NA,3.6112,5.72,7.5837,3.7801,0.694493006993007,0.957482693517936,5.47680100692259,10.9536020138452,0.456400083910216
"380","LINP",7,12,2017,2017-12-07,"MISC",8,"WS55",24,NA,NA,NA,2.0655,0.0373,2.1028,2.0669,0.999999999999991,0.962466487935661,0.0359000000000001,0.0718000000000003,0.00299166666666668
"382","LINP",7,12,2017,2017-12-07,"WOOD",8,"WS55",24,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"384","LINP",7,12,2017,2017-12-07,"LEAF",9,"WS55",24,NA,NA,NA,3.6255,25.82,9.7523,3.9163,0.237288923315259,0.952536397466867,24.5944897825945,49.188979565189,2.04954081521621
"386","LINP",7,12,2017,2017-12-07,"MISC",9,"WS55",24,NA,NA,NA,1.7288,0.0596,1.7884,1.7307,1,0.968120805369127,0.0577,0.1154,0.00480833333333333
"388","LINP",7,12,2017,2017-12-07,"WOOD",9,"WS55",24,NA,NA,NA,2.0464,0.4395,2.4859,2.0768,0.999999999999999,0.930830489192264,0.4091,0.8182,0.0340916666666667
"390","LINP",7,12,2017,2017-12-07,"LEAF",10,"WS55",24,NA,NA,NA,3.6692,24.11,9.9994,3.9647,0.262554956449606,0.953319010457805,22.9845213421377,45.9690426842754,1.91537677851147
"392","LINP",7,12,2017,2017-12-07,"MISC",10,"WS55",24,NA,NA,NA,2.1735,0.2406,2.4141,2.1791,0.999999999999999,0.976724854530342,0.235,0.47,0.0195833333333333
"394","LINP",7,12,2017,2017-12-07,"WOOD",10,"WS55",24,NA,NA,NA,2.026,1.4931,3.5191,2.1183,1,0.938182305270913,1.4008,2.8016,0.116733333333333
"395","LINP",7,12,2017,2017-12-07,"LEAF",11,"WS55",24,NA,NA,NA,3.6542,15.14,9.1269,3.9325,0.361472919418758,0.949147587114221,14.3700944689093,28.7401889378186,1.19750787240911
"396","LINP",7,12,2017,2017-12-07,"MISC",11,"WS55",24,NA,NA,NA,1.7468,0.0655,1.8123,1.7472,1,0.99389312977099,0.0650999999999998,0.1302,0.00542499999999999
"397","LINP",7,12,2017,2017-12-07,"WOOD",11,"WS55",24,NA,NA,NA,2.0214,2.6939,4.7153,2.1433,1,0.954749619510746,2.572,5.144,0.214333333333333
"398","LINP",7,12,2017,2017-12-07,"LEAF",12,"WS55",24,NA,NA,NA,3.6578,36.1,9.7255,3.9092,0.168080332409972,0.95856749674506,34.6042866324967,69.2085732649933,2.88369055270805
"399","LINP",7,12,2017,2017-12-07,"MISC",12,"WS55",24,NA,NA,NA,2.038,0.3181,2.3561,2.0459,1,0.975165042439484,0.3102,0.6204,0.02585
"400","LINP",7,12,2017,2017-12-07,"WOOD",12,"WS55",24,NA,NA,NA,1.7621,2.6389,4.401,1.865,1,0.961006479972716,2.536,5.072,0.211333333333333
"402","LINP",5,1,2018,2018-01-05,"LEAF",1,"TOWR",29,NA,NA,NA,3.6189,0.3784,3.9973,3.6484,1,0.922040169133192,0.3489,0.6978,0.0240620689655172
"404","LINP",5,1,2018,2018-01-05,"MISC",1,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"406","LINP",5,1,2018,2018-01-05,"WOOD",1,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"408","LINP",5,1,2018,2018-01-05,"LEAF",2,"TOWR",29,NA,NA,NA,3.6499,1.75,5.3433,3.7553,0.967657142857143,0.937758355970237,1.64107712294792,3.28215424589583,0.113177732617098
"410","LINP",5,1,2018,2018-01-05,"MISC",2,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"412","LINP",5,1,2018,2018-01-05,"WOOD",2,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"414","LINP",5,1,2018,2018-01-05,"LEAF",3,"TOWR",29,NA,NA,NA,3.6352,1.06,4.694,3.6798,0.998867924528302,0.957876841707593,1.01534945221005,2.0306989044201,0.0700241001524172
"416","LINP",5,1,2018,2018-01-05,"MISC",3,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"418","LINP",5,1,2018,2018-01-05,"WOOD",3,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"420","LINP",5,1,2018,2018-01-05,"LEAF",4,"TOWR",29,NA,NA,NA,3.6375,1.5,5.128,3.7118,0.993666666666667,0.950150956055015,1.42522643408252,2.85045286816505,0.0982914782125878
"422","LINP",5,1,2018,2018-01-05,"MISC",4,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"424","LINP",5,1,2018,2018-01-05,"WOOD",4,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"426","LINP",5,1,2018,2018-01-05,"LEAF",5,"TOWR",29,NA,NA,NA,3.6313,0.3367,3.968,3.6524,1,0.937332937332937,0.3156,0.6312,0.0217655172413793
"428","LINP",5,1,2018,2018-01-05,"MISC",5,"TOWR",29,NA,NA,NA,3.6397,3.6481,4.1097,3.6478,0.12883418765933,0.982765957446808,3.5852284893617,7.1704569787234,0.247257137197359
"430","LINP",5,1,2018,2018-01-05,"WOOD",5,"TOWR",29,NA,NA,NA,3.609,0.197,3.806,3.6191,1,0.948730964467005,0.1869,0.3738,0.0128896551724138
"432","LINP",5,1,2018,2018-01-05,"LEAF",6,"TOWR",29,NA,NA,NA,3.6222,1.74,5.3656,3.6976,1.00195402298851,0.956751175863256,1.66474704600206,3.32949409200413,0.114810141103591
"434","LINP",5,1,2018,2018-01-05,"MISC",6,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"436","LINP",5,1,2018,2018-01-05,"WOOD",6,"TOWR",29,NA,NA,NA,3.6138,0.2829,3.8967,3.7054,1,0.676210675150229,0.1913,0.3826,0.0131931034482759
"438","LINP",5,1,2018,2018-01-05,"LEAF",7,"TOWR",29,NA,NA,NA,3.6627,0.3391,4.0018,3.6715,1,0.974048953111177,0.3303,0.6606,0.0227793103448276
"440","LINP",5,1,2018,2018-01-05,"MISC",7,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"442","LINP",5,1,2018,2018-01-05,"WOOD",7,"TOWR",29,NA,NA,NA,3.6024,0.5732,4.1756,3.6099,1,0.986915561758548,0.5657,1.1314,0.0390137931034483
"444","LINP",5,1,2018,2018-01-05,"LEAF",8,"TOWR",29,NA,NA,NA,3.66,0.29,3.9432,3.6711,0.976551724137931,0.960805084745763,0.278633474576271,0.557266949152543,0.0192161016949153
"446","LINP",5,1,2018,2018-01-05,"MISC",8,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"448","LINP",5,1,2018,2018-01-05,"WOOD",8,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"450","LINP",5,1,2018,2018-01-05,"LEAF",9,"TOWR",29,NA,NA,NA,3.6584,12.2,5.679,3.7364,0.165622950819672,0.96139760467188,11.7290507769969,23.4581015539939,0.808900053585995
"452","LINP",5,1,2018,2018-01-05,"MISC",9,"TOWR",29,NA,NA,NA,2.1204,0.297,2.4174,2.1265,1,0.979461279461279,0.2909,0.5818,0.0200620689655172
"454","LINP",5,1,2018,2018-01-05,"WOOD",9,"TOWR",29,NA,NA,NA,2.0195,1.3322,3.3517,2.0965,1,0.942200870740129,1.2552,2.5104,0.0865655172413793
"456","LINP",5,1,2018,2018-01-05,"LEAF",10,"TOWR",29,NA,NA,NA,3.6481,7.02,6.582,3.7873,0.417934472934473,0.952554620130202,6.68693343331402,13.373866866628,0.461167822987174
"458","LINP",5,1,2018,2018-01-05,"MISC",10,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"460","LINP",5,1,2018,2018-01-05,"WOOD",10,"TOWR",29,NA,NA,NA,1.7461,1.5791,3.3252,1.7981,1,0.967069849914508,1.5271,3.0542,0.10531724137931
"461","LINP",5,1,2018,2018-01-05,"LEAF",11,"TOWR",29,NA,NA,NA,3.6589,2.12,5.793,3.7553,1.00665094339623,0.954828733423926,2.02423691485872,4.04847382971745,0.139602545852326
"462","LINP",5,1,2018,2018-01-05,"MISC",11,"TOWR",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"463","LINP",5,1,2018,2018-01-05,"WOOD",11,"TOWR",29,NA,NA,NA,2.0425,0.2206,2.2631,2.0482,1,0.974161378059837,0.2149,0.4298,0.0148206896551724
"464","LINP",5,1,2018,2018-01-05,"LEAF",12,"TOWR",29,NA,NA,NA,3.5953,1.33,4.6545,3.6378,0.796390977443609,0.959875377643505,1.27663425226586,2.55326850453172,0.0880437415355766
"465","LINP",5,1,2018,2018-01-05,"MISC",12,"TOWR",29,NA,NA,NA,2.1487,0.1212,2.2699,2.1546,1,0.951320132013201,0.1153,0.2306,0.00795172413793103
"466","LINP",5,1,2018,2018-01-05,"WOOD",12,"TOWR",29,NA,NA,NA,2.149,6.3626,8.5116,2.331,1,0.971395341527049,6.1806,12.3612,0.426248275862069
"468","LINP",5,1,2018,2018-01-05,"LEAF",1,"WS55",29,NA,NA,NA,3.6102,8.93,8.4726,3.8057,0.544501679731243,0.959793517604475,8.57095611220796,17.1419122244159,0.591100421531584
"470","LINP",5,1,2018,2018-01-05,"MISC",1,"WS55",29,NA,NA,NA,2.0461,0.0191,2.0652,2.0469,0.999999999999995,0.958115183246078,0.0183000000000001,0.0366000000000002,0.00126206896551725
"472","LINP",5,1,2018,2018-01-05,"WOOD",1,"WS55",29,NA,NA,NA,3.6138,2.9041,6.5179,3.6935,1,0.972556041458628,2.8244,5.6488,0.194786206896552
"474","LINP",5,1,2018,2018-01-05,"LEAF",2,"WS55",29,NA,NA,NA,3.6573,2.36,5.5049,3.7546,0.782881355932203,0.94733708594934,2.23571552284044,4.47143104568088,0.154187277437272
"476","LINP",5,1,2018,2018-01-05,"MISC",2,"WS55",29,NA,NA,NA,2.1131,0.0258,2.1389,2.1137,0.999999999999993,0.976744186046514,0.0252000000000001,0.0504000000000001,0.00173793103448276
"478","LINP",5,1,2018,2018-01-05,"WOOD",2,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"480","LINP",5,1,2018,2018-01-05,"LEAF",3,"WS55",29,NA,NA,NA,3.6269,5.08,7.2745,3.7952,0.718031496062992,0.953860072376357,4.84560916767189,9.69121833534379,0.334179942598062
"482","LINP",5,1,2018,2018-01-05,"MISC",3,"WS55",29,NA,NA,NA,2.1029,0.3197,2.4226,2.1103,1,0.976853299968721,0.3123,0.6246,0.0215379310344828
"484","LINP",5,1,2018,2018-01-05,"WOOD",3,"WS55",29,NA,NA,NA,3.642,4.4494,8.0914,3.6429,1,0.999797725536027,4.4485,8.897,0.306793103448276
"486","LINP",5,1,2018,2018-01-05,"LEAF",4,"WS55",29,NA,NA,NA,3.5992,7.43,8.0259,3.7827,0.59578734858681,0.95854699889308,7.12200420177559,14.2440084035512,0.49117270357073
"488","LINP",5,1,2018,2018-01-05,"MISC",4,"WS55",29,NA,NA,NA,2.014,0.1578,2.1718,2.0197,1,0.963878326996198,0.1521,0.3042,0.0104896551724138
"490","LINP",5,1,2018,2018-01-05,"WOOD",4,"WS55",29,NA,NA,NA,2.0237,0.2841,2.3078,2.0344,1,0.962337205209432,0.2734,0.546799999999999,0.0188551724137931
"492","LINP",5,1,2018,2018-01-05,"LEAF",5,"WS55",29,NA,NA,NA,3.6753,3.46,6.0449,3.7711,0.68485549132948,0.959571235651587,3.32011647535449,6.64023295070898,0.228973550024448
"494","LINP",5,1,2018,2018-01-05,"MISC",5,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"496","LINP",5,1,2018,2018-01-05,"WOOD",5,"WS55",29,NA,NA,NA,3.6405,3.0182,6.6587,3.7923,1,0.9497051222583,2.8664,5.7328,0.19768275862069
"498","LINP",5,1,2018,2018-01-05,"LEAF",6,"WS55",29,NA,NA,NA,1.7735,0.0741,1.8476,1.7758,0.999999999999998,0.968960863697706,0.0718,0.1436,0.00495172413793104
"500","LINP",5,1,2018,2018-01-05,"MISC",6,"WS55",29,NA,NA,NA,2.0502,0.019,2.0692,2.0514,1.00000000000001,0.936842105263142,0.0177999999999997,0.0355999999999994,0.00122758620689653
"502","LINP",5,1,2018,2018-01-05,"WOOD",6,"WS55",29,NA,NA,NA,1.7383,0.0468,1.7851,1.74,0.999999999999999,0.963675213675213,0.0451,0.0901999999999999,0.0031103448275862
"504","LINP",5,1,2018,2018-01-05,"LEAF",7,"WS55",29,NA,NA,NA,3.643,9.98,8.1226,3.8648,0.448857715430862,0.950486650593803,9.48585677292616,18.9717135458523,0.654197018822493
"506","LINP",5,1,2018,2018-01-05,"MISC",7,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"508","LINP",5,1,2018,2018-01-05,"WOOD",7,"WS55",29,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"510","LINP",5,1,2018,2018-01-05,"LEAF",8,"WS55",29,NA,NA,NA,3.6602,18.68,10.1469,3.9443,0.347253747323341,0.956202691661399,17.8618662802349,35.7237325604699,1.23185284691275
"512","LINP",5,1,2018,2018-01-05,"MISC",8,"WS55",29,NA,NA,NA,1.7737,0.1543,1.928,1.7768,0.999999999999999,0.979909267660403,0.1512,0.3024,0.0104275862068966
"514","LINP",5,1,2018,2018-01-05,"WOOD",8,"WS55",29,NA,NA,NA,1.7445,1.9214,3.6659,1.845,1,0.947694389507651,1.8209,3.6418,0.125579310344828
"516","LINP",5,1,2018,2018-01-05,"LEAF",9,"WS55",29,NA,NA,NA,3.615,43.23,9.2694,3.8501,0.130798056904927,0.958421760045275,41.4325726867572,82.8651453735144,2.85741880598326
"518","LINP",5,1,2018,2018-01-05,"MISC",9,"WS55",29,NA,NA,NA,3.6415,0.2985,3.94,3.6468,0.999999999999999,0.982244556113904,0.2932,0.586400000000001,0.0202206896551724
"520","LINP",5,1,2018,2018-01-05,"WOOD",9,"WS55",29,NA,NA,NA,3.6412,2.7028,6.344,3.757,1,0.957155542400474,2.587,5.174,0.178413793103448
"522","LINP",5,1,2018,2018-01-05,"LEAF",10,"WS55",29,NA,NA,NA,3.6058,9.93,7.8306,3.787,0.425458207452165,0.957110395758379,9.5041062298807,19.0082124597614,0.655455602060738
"524","LINP",5,1,2018,2018-01-05,"MISC",10,"WS55",29,NA,NA,NA,3.6315,0.1085,3.74,3.6337,1,0.979723502304146,0.1063,0.2126,0.00733103448275861
"526","LINP",5,1,2018,2018-01-05,"WOOD",10,"WS55",29,NA,NA,NA,3.6092,5.3723,8.9815,3.7586,1,0.972190681830873,5.2229,10.4458,0.3602
"527","LINP",5,1,2018,2018-01-05,"LEAF",11,"WS55",29,NA,NA,NA,3.6705,2.96,4.9918,3.7403,0.446385135135135,0.947173238477257,2.80363278589268,5.60726557178536,0.193353985233978
"528","LINP",5,1,2018,2018-01-05,"MISC",11,"WS55",29,NA,NA,NA,3.6427,0.1192,3.7619,3.6456,0.999999999999998,0.975671140939598,0.1163,0.2326,0.00802068965517242
"529","LINP",5,1,2018,2018-01-05,"WOOD",11,"WS55",29,NA,NA,NA,3.649,0.239,3.888,3.6535,1,0.981171548117154,0.2345,0.469,0.0161724137931034
"530","LINP",5,1,2018,2018-01-05,"LEAF",12,"WS55",29,NA,NA,NA,3.6436,22.63,9.1865,3.8654,0.244935925762263,0.959984845477999,21.7244570531671,43.4489141063342,1.4982384174598
"531","LINP",5,1,2018,2018-01-05,"MISC",12,"WS55",29,NA,NA,NA,3.6129,0.7164,4.3293,3.6336,1,0.971105527638191,0.6957,1.3914,0.0479793103448276
"532","LINP",5,1,2018,2018-01-05,"WOOD",12,"WS55",29,NA,NA,NA,3.6309,10.9168,14.5477,4.1397,1,0.953392935658801,10.408,20.816,0.717793103448276
"534","LINP",8,2,2018,2018-02-08,"LEAF",1,"TOWR",34,NA,NA,NA,3.5248,0.4163,3.9411,3.5379,1,0.968532308431419,0.4032,0.8064,0.0237176470588235
"536","LINP",8,2,2018,2018-02-08,"MISC",1,"TOWR",34,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"538","LINP",8,2,2018,2018-02-08,"WOOD",1,"TOWR",34,NA,NA,NA,3.5296,0.0382,3.5678,3.5308,1.00000000000001,0.968586387434547,0.0369999999999997,0.0739999999999994,0.00217647058823528
"540","LINP",8,2,2018,2018-02-08,"LEAF",2,"TOWR",34,NA,NA,NA,3.5403,1.88,5.4182,3.6469,0.998882978723404,0.943234464028968,1.77328079237446,3.54656158474892,0.104310634845556
"542","LINP",8,2,2018,2018-02-08,"MISC",2,"TOWR",34,NA,NA,NA,3.5276,0.0598,3.5874,3.529,1,0.976588628762544,0.0584000000000002,0.1168,0.00343529411764707
"544","LINP",8,2,2018,2018-02-08,"WOOD",2,"TOWR",34,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"546","LINP",8,2,2018,2018-02-08,"LEAF",3,"TOWR",34,NA,NA,NA,3.5607,0.1949,3.7556,3.5691,0.999999999999998,0.956900974858902,0.1865,0.373,0.0109705882352941
"548","LINP",8,2,2018,2018-02-08,"MISC",3,"TOWR",34,NA,NA,NA,3.5204,0.0323,3.5527,3.5212,1.00000000000001,0.975232198142418,0.0315000000000001,0.0630000000000002,0.00185294117647059
"550","LINP",8,2,2018,2018-02-08,"WOOD",3,"TOWR",34,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"552","LINP",8,2,2018,2018-02-08,"LEAF",4,"TOWR",34,NA,NA,NA,3.5375,0.2865,3.824,3.5503,0.999999999999999,0.955322862129145,0.2737,0.5474,0.0161
"554","LINP",8,2,2018,2018-02-08,"MISC",4,"TOWR",34,NA,NA,NA,3.5375,0.0399,3.5774,3.5386,0.999999999999996,0.972431077694233,0.0387999999999999,0.0775999999999998,0.00228235294117646
"556","LINP",8,2,2018,2018-02-08,"WOOD",4,"TOWR",34,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"558","LINP",8,2,2018,2018-02-08,"LEAF",5,"TOWR",34,NA,NA,NA,3.5211,0.85,4.3747,3.5587,1.00423529411765,0.955951265229616,0.812558575445174,1.62511715089035,0.0477975632614808
"560","LINP",8,2,2018,2018-02-08,"MISC",5,"TOWR",34,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"562","LINP",8,2,2018,2018-02-08,"WOOD",5,"TOWR",34,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"564","LINP",8,2,2018,2018-02-08,"LEAF",6,"TOWR",34,NA,NA,NA,3.5508,1.31,4.8535,3.6262,0.994427480916031,0.94212021186766,1.23417747754663,2.46835495509327,0.072598675149802
